 # k       S(k)       S(k)_form^2       S(k)_Lorch          S(k)_Lorch_form^2
      57.200  2.4507632E-01  2.2987368E-01  2.4137293E-01  2.2640002E-01
      57.400  2.4594720E-01  2.3077447E-01  2.4251129E-01  2.2755053E-01
      57.600  2.4638248E-01  2.3126722E-01  2.4322655E-01  2.2830491E-01
      57.800  2.4643201E-01  2.3139826E-01  2.4352992E-01  2.2867323E-01
      58.000  2.4614099E-01  2.3120965E-01  2.4343183E-01  2.2866484E-01
      58.200  2.4554363E-01  2.3073315E-01  2.4294160E-01  2.2828807E-01
      58.400  2.4465855E-01  2.2998593E-01  2.4206741E-01  2.2755018E-01
      58.600  2.4348684E-01  2.2896869E-01  2.4081639E-01  2.2645747E-01
      58.800  2.4201308E-01  2.2766661E-01  2.3919512E-01  2.2501569E-01
      59.000  2.4020928E-01  2.2605301E-01  2.3721000E-01  2.2323049E-01
      59.200  2.3804111E-01  2.2409522E-01  2.3486799E-01  2.2110800E-01
      59.400  2.3547531E-01  2.2176151E-01  2.3217706E-01  2.1865535E-01
      59.600  2.3248724E-01  2.1902823E-01  2.2914681E-01  2.1588118E-01
      59.800  2.2906689E-01  2.1588550E-01  2.2578868E-01  2.1279592E-01
      60.000  2.2522281E-01  2.1234089E-01  2.2211611E-01  2.0941188E-01
      60.200  2.2098292E-01  2.0842030E-01  2.1814450E-01  2.0574324E-01
      60.400  2.1639210E-01  2.0416563E-01  2.1389071E-01  2.0180558E-01
      60.600  2.1150716E-01  1.9963014E-01  2.0937272E-01  1.9761555E-01
      60.800  2.0638974E-01  1.9487168E-01  2.0460878E-01  1.9319011E-01
      61.000  2.0109860E-01  1.8994553E-01  1.9961693E-01  1.8854603E-01
      61.200  1.9568233E-01  1.8489740E-01  1.9441416E-01  1.8369913E-01
      61.400  1.9017385E-01  1.7975827E-01  1.8901599E-01  1.7866383E-01
      61.600  1.8458759E-01  1.7454170E-01  1.8343618E-01  1.7345295E-01
      61.800  1.7891949E-01  1.6924375E-01  1.7768647E-01  1.6807741E-01
      62.000  1.7315024E-01  1.6384607E-01  1.7177690E-01  1.6254652E-01
      62.200  1.6725060E-01  1.5832087E-01  1.6571600E-01  1.5686820E-01
      62.400  1.6118829E-01  1.5263747E-01  1.5951135E-01  1.5104949E-01
      62.600  1.5493528E-01  1.4676912E-01  1.5317032E-01  1.4509719E-01
      62.800  1.4847371E-01  1.4069875E-01  1.4670043E-01  1.3901833E-01
